userId,movieId,rating,timestamp
19,86,5.0,855176926
20,1080,4.0,1126539592
21,50,5.0,992188845
21,594,3.0,992190044
21,912,4.0,992189289
21,1197,4.0,992189488
21,1222,4.0,992189518
21,1639,3.0,992190290
21,2020,3.0,992188493
22,111,4.0,994636839
22,2858,3.0,994638043
22,2916,4.0,994638533
22,4270,5.0,994637832
23,1408,4.0,914458297
23,1625,4.0,914458237
23,1777,4.0,914458526
23,2424,1.0,914457392
24,50,5.0,994071051
24,62,3.0,994232783
24,216,5.0,994233486
24,300,3.0,995096966
24,377,4.0,994230398
24,457,5.0,994230187
24,590,4.0,994232729
24,1357,5.0,994233263
24,1517,5.0,994232761
24,1597,3.0,994233662
24,1673,4.0,994230201
24,1682,4.0,994230247
24,2012,3.0,994233791
24,2294,3.0,994232648
24,2959,5.0,994071071
24,3114,3.0,993974286
24,3300,5.0,993974175
24,3972,1.0,1002796564
24,4011,4.0,1000098695
24,4167,4.0,1015727536
24,4233,4.0,1002796277
25,1291,3.5,1277963589
25,2502,3.5,1277963950
25,4886,3.0,1277963873
26,225,3.0,839270773
26,597,3.0,839270829
28,296,5.0,834092660
29,208,3.0,835561783
29,300,2.0,835561836
29,315,4.0,835562042
29,351,3.0,835638264
29,382,3.0,835638871
30,1376,3.0,1204791796
31,4232,4.0,1424734082
31,6333,4.5,1424734289
31,6934,3.5,1424734567
31,8464,2.5,1424734349
31,8808,3.5,1424736148
31,57528,4.0,1424735889
31,72998,4.5,1424734588
32,247,3.0,845963259
32,337,4.0,845962822
32,345,3.0,845963085
33,1304,5.0,966285369
34,236,4.0,839605458
34,239,5.0,846510659
34,494,4.0,846510460
35,47,5.0,1164499265
35,253,4.5,1164499338
35,413,2.5,1164498431
35,2959,5.0,1164499816
35,4226,4.5,1164499762
35,5254,4.0,1206724800
35,6365,4.0,1206725139
35,7153,4.5,1206724299
35,8798,4.5,1206724388
35,8961,5.0,1206725403
35,27005,5.0,1206558457
35,46967,4.5,1206726724
35,47044,4.5,1206725144
35,54997,5.0,1206558158
35,55995,4.0,1206557873
38,47,4.0,835717992
38,161,4.0,835717938
38,204,3.0,835718215
38,277,4.0,835886154
38,292,5.0,835718187
38,786,5.0,835885486
39,36,5.0,859325757
39,786,4.0,859325758
40,2329,5.0,939122797
40,2683,3.0,940853252
40,3521,3.0,961901662
41,986,5.0,951693669
41,1213,4.0,951693343
41,1234,5.0,951693395
41,1247,5.0,951693325
41,1272,5.0,951693760
41,3098,5.0,951693833
42,1061,3.0,1411667386
42,1193,4.0,1411667686
42,1207,4.0,1411667776
42,3255,4.0,1411667358
43,277,0.5,1231445337
43,648,3.5,1239308937
43,1270,2.5,1239308977
43,1704,4.5,1231445953
43,5816,3.5,1239309016
44,1961,5.0,1038250171
45,551,4.5,1161818044
45,33166,3.0,1161818013
46,6,2.0,846354776
46,156,4.0,846355570
46,231,1.0,846354278
46,345,4.0,846354864
46,351,3.0,846355683
48,94,4.0,850406504
48,223,3.0,850710827
48,296,5.0,850710783
48,319,4.0,850711000
48,527,5.0,850710783
48,1097,5.0,850711285
48,1183,5.0,850406662
50,344,2.0,1182677668
50,2145,5.0,1181644500
50,3996,5.0,1182349290
50,33166,3.5,1182348899
51,1089,4.0,940974920
51,1968,5.0,940975415
51,2616,4.0,940975193
51,2716,4.0,940975415
52,296,3.0,836485463
52,435,3.0,836485636
53,527,4.0,938941812
53,583,5.0,938942592
53,720,5.0,938947562
53,1131,3.0,938946135
53,1189,5.0,938947646
53,1276,4.0,938946930
53,1366,4.0,938943082
53,1446,4.0,938948867
53,1635,5.0,938942468
53,1649,5.0,938948507
53,1694,5.0,938944405
53,2682,5.0,938942961
53,2943,5.0,938943881
54,10,4.0,974838872
54,161,4.0,974837227
54,185,3.0,974839274
54,235,3.0,974837060
54,349,4.0,974838734
54,370,3.0,974841544
54,858,5.0,975440448
54,1005,3.0,974841424
54,1013,3.0,974906059
54,1049,3.0,974918472
54,1173,1.0,975441831
54,1204,4.0,974905635
54,1288,5.0,975441330
54,1414,3.0,974840352
54,1422,3.0,974838969
54,1639,3.0,974836979
54,1752,3.0,974839418
54,1876,5.0,974839241
54,1952,5.0,974905791
54,1968,3.0,975441466
54,2321,4.0,974840352
54,2383,2.0,975443608
54,2393,4.0,974839949
54,2496,3.0,974841164
54,2526,3.0,974836484
54,2568,1.0,974918900
54,2683,4.0,974841307
54,2826,3.0,974839034
54,2916,4.0,974836300
54,2947,5.0,974905791
54,2993,4.0,974905914
54,2997,4.0,974840303
54,3017,3.0,975442584
54,3074,3.0,975440660
54,3082,3.0,974839006
54,3152,3.0,975440479
54,3174,3.0,974840868
54,3219,4.0,974838969
54,3451,4.0,974905975
54,3469,5.0,975440194
54,3552,4.0,975441526
54,3608,3.0,975441404
54,3704,3.0,974839776
54,3784,4.0,975439966
54,3793,4.0,975439756
54,3869,4.0,974841214
54,3884,2.0,974836131
54,3959,5.0,974905635
54,3984,3.0,975440912
55,1200,4.0,948332973
55,1954,5.0,948332999
56,50,5.0,977503183
56,457,2.0,977503361
56,912,5.0,967240912
56,1542,4.0,967230663
56,1676,3.0,967240794
56,2291,3.0,967240554
56,2329,4.0,967240393
56,2700,4.0,967230663
56,3448,3.0,967240724
56,3578,4.0,967487538
58,151,5.0,1144059123
58,225,4.0,1011842460
58,322,3.5,1144061898
58,448,4.0,1144061802
58,551,5.0,1144058825
58,555,4.0,1144059103
58,1020,4.0,1144060663
58,1096,4.0,1144061581
58,1206,5.0,995610274
58,1212,5.0,1011840488
58,1242,4.0,1144059461
58,1344,5.0,1004586923
58,1603,5.0,1011842378
58,1641,4.5,1144058978
58,1729,4.5,1144059742
58,1960,4.5,1144060352
58,1961,4.0,1144058656
58,2000,3.5,1144059078
58,2455,5.0,1011843384
58,2692,5.0,974714949
58,2746,3.5,1144060075
58,2797,4.5,1144058882
58,3114,4.5,1144058757
58,3408,4.0,1144059149
58,3476,5.0,1011841161
58,3566,5.0,974714488
58,3686,3.0,1011841955
58,3699,4.0,1144061334
58,4002,3.5,1144060638
58,4025,3.0,995610815
58,4030,4.0,1011843384
58,4034,4.0,995610214
58,4665,4.0,1011844461
58,4776,3.0,1144060898
58,5029,4.0,1011842821
58,5902,4.5,1144060547
58,6218,5.0,1144061039
58,6323,4.5,1144061944
58,6539,4.5,1144059502
58,6874,5.0,1144059794
58,8784,4.5,1144061478
60,2324,4.5,1339652594
60,7324,4.0,1339654913
61,231,3.0,1197163179
61,2369,0.5,1197052168
61,7153,5.0,1197052867
61,41569,3.5,1197165130
61,43708,4.5,1197164519
63,1196,5.0,941928085
65,364,4.5,1303762839
65,2312,2.0,1305008611
65,71462,3.5,1304956508
66,1580,4.0,940421345
67,733,5.0,944931223
67,1136,5.0,944931594
67,1210,5.0,944931036
67,1376,4.0,944931176
68,153,3.0,831051086
69,6,4.0,866811204
69,88,3.0,866811498
69,196,3.0,866813962
69,306,4.0,866815408
69,419,2.0,866813502
69,533,2.0,866814278
69,708,3.0,866811265
69,733,4.0,866811204
69,780,4.0,866811171
69,1088,3.0,866816237
69,1215,5.0,866814180
69,1291,5.0,866812314
70,886,2.0,1020294529
70,1370,2.0,1020294404
70,2571,3.0,1020294335
72,541,5.0,1199066338
72,1183,3.0,1199066532
72,1483,5.0,1199065750
72,1721,2.0,1199066263
72,2858,5.0,1199066220
72,3508,4.0,1199065702
73,55,5.0,963031872
73,590,5.0,963032040
73,1131,3.0,963031939
73,1199,1.0,963033281
73,1304,5.0,963030088
73,1376,1.0,963032742
73,2289,2.0,963030445
73,2929,5.0,963032674
73,3019,4.0,963033244
73,3362,4.0,963031236
74,904,4.0,979081038
74,1197,4.0,979081214
74,3535,3.0,979053898
75,788,4.0,837192983
76,1036,4.0,978406460
76,1200,4.0,978406438
77,2716,4.5,1341428878
77,2871,3.5,1341428622
77,5618,5.0,1341428726
77,7438,4.5,1341428850
79,3831,3.0,1017925678
80,140,3.0,858458663
82,47,5.0,1317331199
82,223,4.5,1317332568
82,2291,4.5,1317332447
82,5349,4.0,1317333422
82,5810,3.0,1317334852
82,8961,4.0,1317333470
82,53121,2.5,1317335758
82,65596,4.5,1317428488
82,83132,3.5,1317334508
82,87232,3.5,1317334150
82,87430,2.0,1317335882
83,2599,2.5,1112724020
83,3499,4.0,1112724226
83,3911,4.5,1112724214
84,44,4.0,832543360
84,185,5.0,832543449
85,6331,4.0,1400428198
86,318,5.0,1224695959
86,2023,3.0,1224695903
86,3755,3.0,1224694972
87,11,3.0,831889948
87,21,3.0,831889898
87,165,3.0,831889843
87,252,3.0,831889983
87,592,2.0,831889798
88,48,1.5,1098698318
88,110,2.5,1098698237
88,315,0.5,1098698313
88,543,0.5,1098277797
88,852,0.5,1098277831
88,1307,1.5,1098697952
88,1544,2.0,1098698243
88,1923,2.5,1098697880
88,3793,1.5,1098277400
88,8874,2.0,1098277550
89,1911,3.0,985558315
89,2023,5.0,985557914
89,2433,3.0,985558211
89,2492,2.0,1005854367
89,2771,3.0,1005854414
89,2881,3.0,1005854450
89,3898,3.0,1005854368
89,4132,3.0,985557469
89,4299,2.0,1005854821
90,608,3.5,1169226658
90,1320,2.0,1127866062
90,2571,2.0,1169226549
90,5349,3.0,1127866931
91,21,4.0,1111549017
91,160,1.0,1121674139
91,185,2.5,1121673621
91,196,1.5,1126507658
91,355,2.5,1126508300
91,480,3.5,1113201409
91,497,4.0,1111531401
91,750,4.0,1111557554
91,1183,3.5,1113202912
91,1188,3.0,1126508449
91,1206,5.0,1112052302
91,1214,4.0,1111549421
91,1267,4.0,1126508379
91,1653,4.5,1112052259
91,1690,2.5,1126508294
91,2232,4.5,1112052407
91,2424,2.5,1126508316
91,2617,3.0,1126507681
91,5002,3.0,1111966895
91,5135,3.0,1138075185
91,5765,2.5,1111966725
91,7147,3.0,1111549404
91,7367,4.0,1113201951
91,7445,3.5,1138075377
91,27912,3.0,1138075033
91,30793,3.5,1126507450
91,33004,4.0,1116910578
92,4388,2.0,1049776505
93,317,4.0,835037902
93,500,5.0,835038271
93,531,5.0,835038885
93,589,3.0,835038229
95,106,5.0,845193398
96,262,4.0,1366739913
96,1198,4.5,1366822509
96,1234,4.5,1366822616
96,2052,3.5,1371090473
96,2141,3.5,1366896212
96,2142,2.5,1366896642
96,2329,4.5,1366823931
96,4306,4.0,1371089121
96,4901,3.5,1388600537
96,7458,2.0,1421552837
96,8784,4.0,1366824068
96,8798,3.5,1366824176
96,8807,3.5,1421553086
96,34405,4.5,1366824415
96,44191,4.5,1366824213
96,46723,1.0,1421553010
96,56339,3.0,1388600794
96,74458,3.5,1366893976
96,79091,4.0,1371167230
96,89745,3.5,1366823418
96,94266,2.5,1416831930
97,569,3.0,974598224
97,587,3.0,974598074
97,1580,3.0,974598039
97,2997,5.0,974597719
98,4896,5.0,1357933397
98,55247,5.0,1357933013
98,97752,4.5,1357933730
99,1136,4.5,1275603242
100,25,4.0,835720262
101,361,3.0,836326156
101,455,3.0,836326050
101,515,4.0,836325832
102,4027,5.0,1378425800
102,4406,4.5,1378520159
102,4973,5.0,1378425551
102,4993,4.0,1378426256
102,6218,4.0,1378425369
102,48394,3.0,1378426299
103,4248,2.0,1055018401
103,4867,4.5,1055018187
103,4992,4.0,1055017697
103,4995,4.5,1055017461
103,5296,3.0,1055017779
103,5620,3.5,1055017651
104,123,2.0,944914205
104,144,3.0,944912818
104,235,4.0,945003480
104,245,3.0,944928321
104,390,2.0,944924543
104,412,3.0,944916934
104,803,2.0,945003357
104,900,3.0,944926404
104,1063,2.0,944917919
104,1131,3.0,944927456
104,1186,3.0,944928037
104,1194,1.0,944927318
104,1219,3.0,944914827
104,1221,5.0,944914161
104,1265,4.0,944919446
104,1283,4.0,944914567
104,1529,2.0,945002642
104,1734,3.0,944917721
104,1938,4.0,944913873
104,1960,5.0,944920585
104,2028,3.0,944929053
104,2080,3.0,944926456
104,2194,4.0,944927894
104,2288,1.0,944920743
104,2328,1.0,945002507
104,2355,3.0,944929730
104,2356,3.0,944923287
104,2389,2.0,945002164
104,2436,3.0,945002123
104,2502,3.0,944929472
104,2554,2.0,944926908
104,2701,1.0,945002203
104,2724,1.0,944913222
104,2779,3.0,944927318
104,2784,3.0,945003406
104,2852,3.0,944929801
104,2857,1.0,944924781
104,2872,4.0,944927894
104,2893,1.0,944913422
104,2906,1.0,944913338
104,2937,3.0,944923287
104,2965,2.0,945002234
104,3052,1.0,944913108
104,3068,3.0,944927510
104,3097,3.0,944914827
104,3168,1.0,944923040
105,260,5.0,866650725
106,6001,3.0,1244065632
107,613,1.0,1397336762
107,59315,5.0,1410094730
107,64285,1.0,1397337227
108,153,3.0,836569393
108,156,4.0,836571005
108,246,4.0,836571522
108,296,4.0,836569362
108,352,4.0,836571368
108,553,3.0,836569694
109,1234,5.0,1057859205
109,2396,0.5,1058037297
109,2997,4.5,1057859644
109,3148,3.0,1057859708
109,3578,4.0,1057859375
109,4308,4.0,1057860547
109,4995,3.0,1057859089
109,5349,1.5,1057859887
110,231,0.5,1171080542
110,1198,4.0,1171080473
110,1373,4.0,1171079363
110,1952,4.0,1171079425
110,2300,4.0,1171079471
111,2144,4.5,1229677080
112,319,2.5,1111067973
112,1500,3.5,1111068059
112,1610,3.5,1111066955
112,1704,4.0,1111067395
112,2683,2.0,1111066900
112,2762,3.5,1111067384
112,2858,3.5,1111067346
112,3148,3.5,1111068092
112,4973,4.5,1111067335
112,6874,3.5,1111067949
112,6953,4.0,1111067749
112,8582,4.0,1111067538
112,8636,4.5,1111067662
113,7,5.0,858515847
113,81,3.0,858515158
113,92,5.0,858515847
113,783,5.0,858515931
113,1210,3.0,858515082
113,1476,5.0,858515932
114,781,4.0,852228324
114,784,3.0,852228098
114,1365,4.0,852228566
114,1391,3.0,852228324
114,1405,3.0,852228355
115,22,2.5,1289293930
115,3252,3.5,1289293987
115,4306,3.0,1289294337
116,10,2.0,1132761640
116,20,2.0,1132775865
116,145,3.0,1132728018
116,193,0.5,1132776452
116,255,2.5,1132711032
116,325,1.0,1132790255
116,376,1.0,1132762007
116,500,3.5,1132711680
116,520,2.5,1132762085
116,592,4.5,1132711594
116,778,1.5,1132775324
116,782,1.5,1132775791
116,798,1.5,1132775786
116,849,2.5,1132857002
116,858,4.5,1132710866
116,1025,2.0,1132775723
116,1073,3.0,1132761650
116,1198,4.0,1132710791
116,1374,3.5,1132727882
116,1408,4.0,1132762155
116,1573,3.0,1132727897
116,1588,1.0,1132776337
116,1609,3.0,1132881377
116,1726,0.5,1132791584
116,2136,1.5,1132776309
116,2174,1.0,1132775281
116,2380,1.0,1132788408
116,2459,3.0,1132728406
116,2490,3.0,1132728389
116,2702,2.5,1132775495
116,2706,2.0,1132761899
116,3301,2.0,1132728332
116,3513,3.0,1132877979
116,3671,3.0,1132805601
116,4306,3.0,1132761852
116,4341,0.5,1132711510
116,4544,1.5,1132809247
116,5309,0.5,1132809213
116,5323,0.5,1132856892
116,5443,2.0,1132711088
116,5459,3.0,1132762634
116,5541,1.0,1132804405
116,6374,2.5,1132806685
116,6564,1.0,1132777880
116,6827,0.5,1132809267
116,7454,2.0,1132775872
116,8387,0.5,1132809198
117,296,4.0,861555558
117,434,5.0,861553834
117,647,5.0,861554040
117,858,5.0,861553225
117,1234,4.0,861554223
117,1304,4.0,861554452
118,2114,3.0,995908947
118,2357,3.0,995909247
120,47,5.0,838153325
120,50,5.0,838153358
120,150,4.0,838153231
120,344,3.0,838153259
121,163,3.0,1300765067
121,552,3.0,1300765144
121,26614,2.0,1300767424
121,33794,4.0,1300767382
121,69640,5.0,1300766246
121,81562,4.0,1300765891
122,1131,5.0,891527114
122,1172,5.0,891527182
122,1670,5.0,891526756
123,65,1.0,844996036
123,736,1.0,844995935
124,45,5.0,1134476943
124,168,1.0,1134476728
124,186,3.0,1134474945
124,293,5.0,1134475738
124,457,4.5,1134475963
124,784,3.0,1134476627
124,1214,3.5,1134476205
124,1249,5.0,1134475776
124,1608,4.0,1134476699
124,1722,4.0,1134476891
124,2916,4.0,1134476419
124,3101,1.5,1134475022
124,3114,5.0,1134476401
124,3160,2.0,1134477028
124,3252,5.0,1134477699
124,3408,3.5,1134476658
124,3967,1.0,1134477630
124,3977,4.5,1134474967
124,3994,4.0,1134476995
124,7361,3.5,1134475861
124,33437,4.0,1134477827
124,33679,4.0,1134475623
125,1416,4.0,1279123416
125,2840,2.5,1279123458
125,5992,3.0,1279123602
125,48780,5.0,1280004532
125,68237,4.0,1280004517
126,788,3.0,856218279
127,544,4.0,847127740
128,1297,2.0,900720597
129,2899,1.0,1283457944
129,5349,1.0,1283448741
129,5618,3.0,1283456450
129,5952,3.0,1283448613
129,6377,4.5,1283448771
129,45499,2.0,1283457707
129,46062,1.0,1283523236
129,60756,3.0,1297144535
129,64969,3.0,1283406026
129,72407,0.5,1283449401
129,72998,2.0,1285297823
129,79132,4.5,1289759724
129,81834,2.5,1290743633
130,112,3.0,853582531
130,168,3.0,853580955
130,232,4.0,865269213
130,407,3.0,850559608
130,490,4.0,850558495
130,500,4.0,850554298
130,529,3.0,850556183
130,832,3.0,851359251
130,1080,3.0,853579402
130,1101,3.0,853581256
130,1228,1.0,855242645
130,1242,5.0,853582350
130,1320,2.0,850559577
130,1339,2.0,850555676
131,455,2.5,1235580911
131,619,2.5,1232014001
131,1517,3.0,1231088854
131,2411,5.0,1231087006
131,2805,1.0,1231086709
131,3039,2.5,1238327342
131,3247,2.0,1249573094
131,3408,2.5,1232015532
131,3948,3.0,1235579351
131,8961,1.5,1231087230
131,36525,2.5,1238326571
131,49286,5.0,1231922340
131,56367,3.5,1232050502
131,60397,2.5,1249573048
131,69436,2.5,1249572436
131,71264,3.0,1258095098
132,300,3.5,1114104463
132,551,5.0,1114006111
132,593,5.0,1114103063
132,1035,4.0,1114016099
132,1220,4.5,1114173047
132,1221,3.0,1114005937
132,1259,4.0,1114005963
132,1285,5.0,1114001433
132,1307,3.0,1114005556
132,1387,3.5,1114173016
132,1611,4.5,1114016190
132,1635,5.0,1114011292
132,1704,3.5,1114005357
132,1994,4.0,1114007511
132,2269,1.5,1114007384
132,2336,4.5,1114103172
132,2395,3.5,1114005310
132,2706,2.5,1114173052
132,3269,2.0,1114006982
132,4011,3.5,1114103176
132,4326,4.0,1114016160
132,5310,2.5,1114016559
132,5890,5.0,1114185487
132,6323,2.5,1114006631
132,6944,2.0,1114016286
132,6993,3.5,1114104484
133,1089,4.5,1397183780
133,1120,2.5,1397181405
133,1203,4.5,1397240850
133,1240,1.5,1397237136
133,1293,4.0,1397237113
133,1952,3.0,1397238251
133,1961,4.0,1397183791
133,2210,2.0,1397237338
133,2762,3.5,1397183568
133,2971,3.0,1397185369
133,3186,4.5,1397366776
133,4280,3.0,1397367349
133,5008,4.0,1397182248
133,5445,4.0,1397183897
133,8874,3.0,1397234791
133,8961,4.0,1397184495
133,26387,4.0,1397366559
133,30707,4.5,1397237376
133,53894,5.0,1397234445
133,68954,3.5,1397184770
134,101,2.0,945841044
134,125,5.0,945413981
134,162,3.0,945063768
134,480,4.0,945064790
134,511,2.0,945065303
134,551,3.0,945064435
134,1124,3.0,945841706
134,1594,3.0,945064074
134,1609,3.0,945841849
134,1641,3.0,945064264
134,1799,3.0,945064873
134,1831,4.0,945414909
134,1841,3.0,946621826
134,1952,4.0,945592551
134,1963,3.0,945840644
134,2125,3.0,946954753
134,2236,3.0,945593172
134,2329,5.0,945063590
134,2411,2.0,945151101
134,2422,2.0,945151155
134,2450,2.0,945503596
134,2535,3.0,946693600
134,3039,5.0,945066651
135,1,4.0,1154686513
135,39,0.5,1154686819
135,2571,4.0,1154686675
135,2942,1.5,1156415633
135,4047,4.0,1154688045
135,7386,4.5,1114583934
135,8341,4.0,1154687747
136,4963,4.0,1415635637
136,54001,5.0,1415635733
136,81562,4.0,1415635930
137,367,3.0,992797771
137,1028,3.0,992798560
137,1207,5.0,992798955
137,1270,5.0,992796363
137,1320,4.0,992797434
137,1552,3.0,992797227
137,1586,4.0,992797304
137,1962,5.0,992928140
137,1967,3.0,992928488
137,2628,3.0,992797205
137,2797,3.0,992928055
137,3033,4.0,992928401
137,3354,1.0,992927864
137,3409,3.0,992927817
137,3555,4.0,992927738
137,3844,4.0,992928441
137,4021,4.0,992927357
137,4865,5.0,1004423383
137,4995,5.0,1014925568
138,318,5.0,1046425995
138,832,4.0,1046426641
138,2183,4.0,1046424521
138,3176,2.0,1046425183
138,3793,3.0,1046425219
138,3863,1.0,1046425294
138,4069,3.0,1046425598
138,4975,3.0,1046425489
139,1562,3.0,1002125779
139,4069,5.0,1002125998
140,10,4.0,877996516
140,494,3.0,877984130
140,1073,4.0,877983603
140,1091,3.0,878005267
140,1429,4.0,877983442
140,1440,5.0,914178626
140,1483,4.0,877982384
140,2073,5.0,914178394
141,46578,4.0,1248441271
141,58559,4.5,1248442017
142,261,4.0,833458658
142,273,4.0,833458745
142,293,3.0,833458643
142,329,3.0,833458438
142,515,3.0,833458866
143,141,5.0,862086727
143,786,4.0,862086837
143,1059,5.0,862087681
143,1356,4.0,862087736
144,1449,5.0,940007650
144,1639,5.0,941757566
144,2012,1.0,940007650
144,2391,3.0,940007135
144,2918,5.0,952384743
146,588,4.0,832267328
147,112,4.0,1161488374
147,223,4.0,1161490590
147,293,4.0,1161489207
147,357,4.0,1161490227
147,471,4.5,1161492481
147,587,2.0,1161488946
147,1291,3.0,1161489147
147,1653,4.0,1161488303
147,1690,3.0,1161491393
147,2003,2.5,1161490999
147,2617,3.0,1161488363
147,4270,3.0,1161491138
147,4886,3.0,1161488503
147,5713,3.0,1161491652
147,7075,4.5,1161489203
147,8376,3.5,1161491068
147,8783,4.5,1161491408
147,34048,2.5,1161490272
148,25,2.0,1018967295
148,270,3.0,1018967341
148,915,5.0,1018967061
148,2081,5.0,1018967124
148,2103,2.0,1018965964
148,5218,4.0,1018966124
149,367,4.0,848335661
149,435,3.0,848335791
150,5952,4.0,1293713551
151,318,4.5,1130245170
151,5944,2.5,1130246230
152,337,4.0,1161215311
152,2791,2.5,1161215848
152,4995,5.0,1161215698
152,7361,5.0,1161215530
152,33493,3.5,1161215503
153,110,5.0,1101142761
153,380,4.5,1101141319
153,592,5.0,1101142754
153,1343,5.0,1101142227
153,1485,4.5,1101142216
153,1961,5.0,1101142935
153,3698,5.0,1095440493
154,215,5.0,1158887922
154,231,4.0,1158955747
154,1073,4.0,1159234677
154,1089,4.0,1158803348
154,1288,4.5,1158802602
154,1792,3.0,1159234544
154,2605,3.5,1158887863
154,3424,4.0,1158955560
154,3686,3.0,1159234387
154,4641,4.0,1158887769
154,6548,3.0,1158956019
154,7587,4.5,1158887196
154,8784,3.5,1158803167
154,27773,4.0,1167503310
154,33493,3.5,1164483825
154,38061,4.5,1159591528
154,44191,4.0,1158802840
155,858,2.0,1199272221
155,2542,3.5,1199272237
155,4886,4.0,1199271914
156,15,4.0,1041030688
156,20,3.0,1043439039
156,35,4.0,1039811774
156,64,4.0,1040326958
156,122,2.0,1040943720
156,183,4.0,1039550095
156,218,4.0,1052334082
156,281,4.0,1041027271
156,318,5.0,1038429044
156,333,3.0,1040240298
156,337,4.0,1037752925
156,338,4.0,1041028413
156,433,4.0,1037304229
156,487,2.0,1040933959
156,498,3.0,1040944712
156,512,4.0,1037822191
156,548,3.0,1038801507
156,628,5.0,1039203945
156,647,4.0,1041018736
156,719,2.0,1038428194
156,798,3.0,1040240377
156,849,4.0,1041028740
156,902,4.0,1037142460
156,904,5.0,1043438561
156,909,4.0,1038802991
156,925,4.0,1040934211
156,971,4.0,1051642460
156,986,5.0,1038801257
156,1016,3.0,1037738823
156,1049,5.0,1037738998
156,1082,3.0,1038105753
156,1088,5.0,1037391822
156,1273,4.0,1040326839
156,1461,3.0,1038103121
156,1598,3.0,1040068561
156,1624,3.0,1038076376
156,1626,3.0,1038341329
156,1677,3.0,1038076641
156,1722,5.0,1038801613
156,1845,4.0,1041028187
156,1849,3.0,1038802778
156,1898,4.0,1041019792
156,1912,4.0,1038428982
156,1928,3.0,1038252798
156,1964,4.0,1051642076
156,2022,4.0,1041026662
156,2150,4.0,1046895407
156,2406,4.0,1041019232
156,2429,4.0,1040328747
156,2454,4.0,1046895373
156,2504,3.0,1038801435
156,2634,4.0,1046894930
156,2710,1.0,1037143567
156,2828,2.0,1037217495
156,2829,3.0,1040327223
156,2831,3.0,1037753633
156,2856,4.0,1037217778
156,2870,5.0,1040326839
156,2986,3.0,1041031162
156,2998,4.0,1040934211
156,3160,4.0,1037217999
156,3334,4.0,1037304954
156,3445,5.0,1040934282
156,3526,3.0,1038341080
156,3553,4.0,1037753419
156,3587,3.0,1038106034
156,3598,5.0,1038341196
156,3672,3.0,1038428548
156,3698,3.0,1079485966
156,3709,3.0,1039205088
156,3716,3.0,1041020242
156,3752,4.0,1037217999
156,3754,3.0,1037143389
156,3756,4.0,1040240444
156,3793,4.0,1037218778
156,3827,4.0,1037739181
156,3849,4.0,1051642422
156,3889,4.0,1039204110
156,3967,5.0,1046895558
156,3988,5.0,1037217778
156,4031,2.0,1038802558
